name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at
Advanced System Designs,Software," 1,325,000 ",operating,USA,IL,Chicago,Morton Grove,2,1985,2009-06-09,2010-08-17
AFS Technologies,Enterprise Software," 10,200,000 ",operating,USA,AZ,Phoenix,Phoenix,3,1985,2006-03-31,2011-09-01
amfAR,Biotechnology," 20,000,000 ",operating,USA,NY,New York City,New York,1,1985,2015-11-30,2015-11-30
Amgen,Biotechnology," 175,463,420 ",ipo,USA,CA,Los Angeles,Thousand Oaks,1,1985,2012-03-12,2012-03-12
Asure Software,Software," 3,200,000 ",ipo,USA,TX,Austin,Austin,1,1985,2011-10-17,2011-10-17
Aura Systems,Hardware + Software," 4,600,000 ",ipo,USA,CA,Los Angeles,El Segundo,2,1985,2011-10-11,2014-06-27
Authentidate Holding,Software," 22,465,006 ",ipo,USA,NJ,Newark,Berkeley Heights,7,1985,2010-10-20,2015-06-18
Bioject Medical Technologies,Biotechnology," 2,876,384 ",operating,USA,OR,"Portland, Oregon",Tigard,3,1985,2009-12-22,2013-10-29
Champions Oncology,Biotechnology," 36,800,000 ",ipo,USA,NJ,Newark,Hackensack,5,1985,2010-01-05,2015-03-12
CYBRA,Software," 2,506,000 ",operating,USA,NY,New York City,Yonkers,2,1985,2006-04-10,2009-03-16
Datawatch Corp,Software," 57,500,000 ",ipo,USA,MA,Boston,Chelmsford,1,1985,2014-02-19,2014-02-19
Delta Data Software,Software," 12,679,995 ",operating,USA,GA,"Columbus, Georgia",Columbus,1,1985,2014-09-22,2014-09-22
DesignLine,Manufacturing," 70,400,025 ",operating,USA,NC,Charlotte,Charlotte,5,1985,2009-07-29,2011-11-16
Energy Focus,Clean Technology," 2,650,000 ",ipo,USA,OH,Cleveland,Solon,2,1985,2010-01-15,2010-04-14
FlightTime,Online Scheduling," 25,000,000 ",operating,USA,MA,Boston,Boston,1,1985,2001-06-06,2001-06-06
Florida Bank Group,Finance," 33,000,000 ",operating,USA,FL,Tampa,Tampa,1,1985,2013-08-14,2013-08-14
Hologic,Biotechnology|Health Diagnostics," 450,000,000 ",ipo,USA,MA,Boston,Bedford,1,1985,2010-11-30,2010-11-30
Honeywell,Manufacturing|Technology," 11,400,000 ",ipo,USA,NJ,Newark,Morristown,1,1985,2009-10-27,2009-10-27
Level 3 Communications,Content Delivery|Web Hosting," 13,700,000 ",ipo,USA,CO,Denver,Broomfield,1,1985,2010-03-02,2010-03-02
MediaLAB,Travel," 10,000,000 ",operating,USA,MA,Boston,Cambridge,1,1985,2014-10-01,2014-10-01
Mentor Communications Group,Business Services," 4,500,000 ",operating,USA,CT,Hartford,Norwalk,1,1985,2001-11-19,2001-11-19
Motionsoft,Software," 21,799,976 ",operating,USA,MD,"Washington, D.C.",Rockville,5,1985,2010-09-03,2014-10-15
Oncology Services International,Biotechnology," 3,400,000 ",operating,USA,NY,New York City,Monticello,1,1985,2013-08-21,2013-08-21
Partschannel,Automotive," 44,669,230 ",operating,USA,TX,Dallas,Dallas,1,1985,2010-05-20,2010-05-20
"PaySpan, Inc.",Health Care|Information Technology|Payments|Services|Software," 3,000,000 ",operating,USA,GA,Atlanta,Atlanta,1,1985,2015-08-24,2015-08-24
Post Holdings,Hospitality," 350,000,000 ",operating,USA,MO,MO - Other,Martinsburg,1,1985,2014-07-29,2014-07-29
Senior Lifestyle,Real Estate," 10,150,000 ",operating,USA,IL,Chicago,Chicago,1,1985,2014-12-16,2014-12-16
SoundSenasation,Manufacturing," 1,675,000 ",operating,USA,MA,Worcester,Auburn,1,1985,2011-03-21,2011-03-21
Sun National Bank,Banking," 20,000,000 ",ipo,USA,NJ,NJ - Other,Vineland,1,1985,2014-08-14,2014-08-14
The Guild,Art|Artists Globally|E-Commerce|Retail," 5,500,000 ",operating,USA,WI,Madison,Madison,2,1985,2007-02-27,2008-01-01
Xplore Technologies,Mobile," 23,897,500 ",ipo,USA,TX,Austin,Austin,5,1985,2009-11-15,2015-03-09
York Telecom,Mobile," 13,000,000 ",operating,USA,NJ,Newark,Eatontown,3,1985,2007-01-04,2012-04-04
3D Systems,Software," 169,500,000 ",ipo,USA,SC,SC - Other,Rock Hill,3,1986,2014-01-15,2014-10-13
Aeropost,Curated Web," 5,000,000 ",operating,USA,FL,Miami,Miami,1,1986,2014-04-13,2014-04-13
ARRO CORPORATION,Logistics|Manufacturing|Storage," 2,250,000 ",operating,USA,MN,Minneapolis,Hopkins,1,1986,2014-11-07,2014-11-07
Bricsnet,Real Estate," 23,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1986,2007-10-17,2010-12-01
Bruder Healthcare,Biotechnology," 5,000,345 ",operating,USA,GA,Atlanta,Alpharetta,1,1986,2009-06-11,2009-06-11
Curvature,Data Center Infrastructure|Hardware + Software|Internet Infrastructure|IT Management|Networking," 13,950,000 ",operating,USA,CA,Santa Barbara,Santa Barbara,2,1986,2005-12-13,2012-08-08
Deepwater Corrosion Services,Oil & Gas," 3,500,000 ",operating,USA,TX,Houston,Houston,1,1986,2012-09-28,2012-09-28
Diabetes Care Group,Health and Wellness," 11,202,957 ",operating,USA,TN,Nashville,Nashville,4,1986,2011-04-19,2012-05-21
Dowley Security Systems,Security," 12,372,607 ",operating,USA,TX,Houston,Houston,3,1986,2010-04-06,2012-03-23
Environmental Operations,Clean Technology," 5,850,000 ",operating,USA,MO,St. Louis,St Louis,1,1986,2009-04-15,2009-04-15
Gaia Herbs,Biotechnology," 1,700,000 ",operating,USA,NC,Asheville,Brevard,2,1986,2010-04-05,2011-01-01
GestureTek,Hardware + Software," 26,787,093 ",operating,USA,CA,SF Bay Area,Sunnyvale,2,1986,2007-12-12,2011-01-07
Marketware,Software," 1,400,000 ",operating,USA,UT,Salt Lake City,Midvale,1,1986,2015-01-06,2015-01-06
NERI,Biotechnology," 45,000,000 ",operating,USA,MA,Boston,Watertown,1,1986,2011-10-25,2011-10-25
Quantec Geoscience,Analytics," 3,000,000 ",operating,USA,NV,Reno - Sparks,Reno,1,1986,2006-12-11,2006-12-11
QuantRx Biomedical,Biotechnology," 406,039,700 ",operating,USA,OR,"Portland, Oregon",Tualatin,1,1986,2009-08-14,2009-08-14
Rapid Diagnostek,Biotechnology," 12,803,748 ",operating,USA,WI,WI - Other,Hudson,4,1986,2010-01-29,2015-03-10
SOURCE TECHNOLOGIES,Hardware + Software," 20,000,000 ",operating,USA,NC,Charlotte,Charlotte,1,1986,2009-06-12,2009-06-12
Sutherland Global Services,Consulting," 30,000,000 ",operating,USA,NY,"Rochester, New York",Pittsford,1,1986,2006-03-28,2006-03-28
T-Netix,Communications Hardware|Services|Telecommunications," 27,000,000 ",operating,USA,TX,Dallas,Dallas,1,1986,2004-03-11,2004-03-11
ViaSat,Mobile," 137,805,780 ",ipo,USA,CA,San Diego,Carlsbad,2,1986,2009-12-23,2010-07-08
Visitec Marketing Associates,Manufacturing," 1,039,556 ",operating,USA,MO,St. Louis,St. Charles,1,1986,2013-01-14,2013-01-14
Visual Edge Technology,Hardware + Software," 18,500,000 ",operating,USA,CT,CT - Other,North Canton,1,1986,2005-09-12,2005-09-12
8x8 Inc,Contact Centers|Telecommunications|Unifed Communications|Video Conferencing," 126,000,000 ",ipo,USA,CA,SF Bay Area,San Jose,1,1987,2013-11-20,2013-11-20
AccessData,Enterprise Software," 45,000,000 ",operating,USA,UT,Salt Lake City,Lindon,2,1987,2013-03-15,2013-03-15
AccuBuild IT,Construction," 4,000,000 ",operating,USA,TX,Austin,Georgetown,2,1987,2015-05-28,2015-05-29
Aeropostale,Consumers|E-Commerce," 150,000,000 ",ipo,USA,NY,New York City,New York,1,1987,2014-05-28,2014-05-28
AMSC,Clean Technology," 25,000,000 ",ipo,USA,MA,Boston,Devens,1,1987,2012-04-20,2012-04-20
Biolase,Biotechnology," 49,024,004 ",ipo,USA,CA,Anaheim,Irvine,3,1987,2011-07-11,2014-11-05
BLUEPHOENIX,Databases|Information Technology|Software," 4,161,954 ",ipo,USA,NC,Raleigh,Cary,1,1987,2009-10-23,2009-10-23
Blue Ridge Networks,Curated Web," 16,680,511 ",operating,USA,VA,"Washington, D.C.",Chantilly,3,1987,2001-10-12,2011-12-02
Cree,Hardware + Software," 241,039,698 ",ipo,USA,NC,Raleigh,Durham,2,1987,2011-08-16,2013-12-13
Dextrys,Consulting," 48,000,000 ",operating,USA,MA,Boston,Wakefield,1,1987,2007-08-07,2007-08-07
EDF Renewable Energy,Clean Technology," 200,000,000 ",operating,USA,CA,San Diego,San Diego,1,1987,2013-01-10,2013-01-10
Food Runners,Hospitality," 5,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1987,2013-06-14,2013-06-14
Growlife,Farming|Logistics|Manufacturing|Service Providers|Supply Chain Management," 204,892,075 ",ipo,USA,WA,Seattle,Seattle,15,1987,2011-01-26,2015-10-30
Helinet,Aerospace|Governments|Medical," 20,500,000 ",operating,USA,CA,Los Angeles,Van Nuys,1,1987,2003-11-07,2003-11-07
Immunetics,Biotechnology," 8,064,000 ",operating,USA,MA,Boston,Boston,5,1987,2011-05-03,2014-03-10
Keystone Mobile Partner,Health and Wellness," 3,102,770 ",operating,USA,PA,PA - Other,Willow Grove,3,1987,2009-10-05,2012-04-03
LesConcierges,Advertising|Loyalty Programs|Service Providers|Services," 27,400,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1987,2007-11-30,2012-09-27
Ligand Pharmaceuticals,Biotechnology," 225,000,000 ",ipo,USA,CA,San Diego,San Diego,1,1987,2014-08-14,2014-08-14
NitroMed,Pharmaceuticals," 31,400,000 ",ipo,USA,MA,Boston,Bedford,1,1987,2001-06-13,2001-06-13
OGIO International,Fashion," 5,000,000 ",operating,USA,UT,Salt Lake City,Salt Lake City,1,1987,2009-09-09,2009-09-09
Omni Consumer Products,Consumer Electronics|Robotics," 19,500,000 ",operating,USA,MI,Detroit,Detroit,1,1987,2003-01-01,2003-01-01
Osi Systems,Hardware + Software|Health Diagnostics|Semiconductors," 5,000,000 ",ipo,USA,CA,Los Angeles,Hawthorne,1,1987,2015-01-07,2015-01-07
Pirate Brands,E-Commerce," 8,945,046 ",operating,USA,NY,NY - Other,Sea Cliff,2,1987,2009-08-28,2011-04-01
PLC Systems,Health Care," 17,290,000 ",operating,USA,MA,Boston,Franklin,6,1987,2011-02-23,2014-06-10
RedZone Robotics,Semiconductors," 29,311,481 ",operating,USA,PA,Pittsburgh,Pittsburgh,4,1987,2009-08-17,2015-03-09
ReGen Biologics,Biotechnology," 7,051,572 ",operating,USA,NJ,Newark,Hackensack,1,1987,2009-01-30,2009-01-30
Repros Therapeutics,Biotechnology," 29,499,310 ",ipo,USA,TX,Houston,Houston,2,1987,2009-11-12,2012-09-19
Safe Technologies International,Enterprise Software," 5,000,000 ",operating,USA,FL,Palm Beaches,Boca Raton,1,1987,2010-08-23,2010-08-23
Sleep Number,E-Commerce|Utilities," 45,000,000 ",ipo,USA,MN,Minneapolis,Minneapolis,2,1987,2009-06-06,2009-10-17
Southern Implants,Biotechnology," 5,000,000 ",operating,USA,CA,Anaheim,Irvine,2,1987,2009-06-09,2010-06-18
Superconductor Technologies,Electronics|Semiconductor Manufacturing Equipment|Semiconductors," 10,900,000 ",ipo,USA,TX,Austin,Austin,1,1987,2013-08-09,2013-08-09
Ultra-Scan Corporation,Identity Management," 18,000,000 ",operating,USA,NY,NY - Other,Amherst,1,1987,2003-07-02,2003-07-02
Vision Sciences,Biotechnology," 10,500,000 ",ipo,USA,NY,New York City,Orangeburg,1,1987,2011-02-01,2011-02-01
WKS Restaurant,Hospitality," 43,000,000 ",operating,USA,CA,Los Angeles,Lakewood,1,1987,2014-02-11,2014-02-11
AdCare Health Systems,Biotechnology|Health Care," 36,043,700 ",ipo,USA,GA,Atlanta,Roswell,7,1988,2009-12-14,2015-04-13
Aptara,Mobile," 23,000,000 ",operating,USA,VA,"Washington, D.C.",Falls Church,1,1988,2007-09-19,2007-09-19
Attunity,Software," 10,500,000 ",ipo,USA,MA,Boston,Burlington,4,1988,2004-06-01,2011-09-21
Automated Trading Desk,Finance," 60,000,000 ",operating,USA,SC,"Charleston, South Carolina",Mount Pleasant,1,1988,2007-01-06,2007-01-06
Cafe Enterprises,Hospitality," 13,000,000 ",operating,USA,SC,Greenville - Spartanburg,Taylors,1,1988,2014-04-02,2014-04-02
Cal Tech International,Manufacturing," 4,756,612 ",operating,USA,TX,Dallas,Plano,1,1988,2012-04-06,2012-04-06
CIMCON Lighting,Industrial Automation|Intelligent Systems|Software," 1,274,507 ",operating,USA,MA,Boston,Westford,1,1988,2015-06-11,2015-06-11
Cortex Pharmaceuticals,Biotechnology," 8,378,011 ",operating,USA,CA,Anaheim,Irvine,4,1988,2009-08-13,2014-11-17
DataCore Software,Software," 60,000,000 ",operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,1988,2001-10-30,2008-04-04
East Central Mental Health,Health and Wellness," 5,000,000 ",operating,USA,AL,Montgomery,Troy,1,1988,2010-08-10,2010-08-10
Emergency Service Partners,Biotechnology|Health Care|Health Care Information Technology," 10,296,959 ",operating,USA,TX,Austin,Austin,1,1988,2013-07-16,2013-07-16
Greystone,Finance," 60,500,000 ",operating,USA,NY,New York City,New York,1,1988,2014-02-18,2014-02-18
HELIX BIOMEDIX,Biotechnology," 9,378,276 ",operating,USA,WA,Seattle,Bothell,3,1988,2010-03-12,2013-05-01
Innovashop.tv,E-Commerce," 4,000,000 ",operating,USA,CA,Los Angeles,Los Angeles,1,1988,2009-06-06,2009-06-06
IQS,Software," 3,000,000 ",operating,USA,OH,Cleveland,Cleveland,2,1988,2003-10-21,2004-05-13
Jeeri Neotech International,Biotechnology|Health Diagnostics," 12,412,832 ",operating,USA,NE,Omaha,Omaha,2,1988,2014-04-22,2014-04-28
Medical Heights Surgery Center,Health Care," 2,429,294 ",operating,USA,KY,Lexington,Lexington,2,1988,2011-03-07,2015-11-10
MultiLing Corporation,Consulting|Document Management|Health Care|Legal," 10,300,000 ",operating,USA,UT,Salt Lake City,Provo,1,1988,2013-08-13,2013-08-13
Mycroft Inc.,Security," 10,000,000 ",operating,USA,NY,New York City,New York,1,1988,2007-08-08,2007-08-08
Oxigene,Biotechnology," 7,500,000 ",ipo,USA,CA,SF Bay Area,South San Francisco,1,1988,2010-03-26,2010-03-26
Proposal Software,Software," 11,145,000 ",operating,USA,CT,Hartford,Westport,2,1988,2015-03-30,2015-03-30
Risk Management Solutions,Financial Services|Insurance|Risk Management|Software," 2,500,003 ",operating,USA,CA,SF Bay Area,Newark,1,1988,2009-06-11,2009-06-11
Robin Hood Foundation,Nonprofits," 80,000,000 ",operating,USA,NY,New York City,New York,1,1988,2013-05-13,2013-05-13
SambaSafety,Public Safety|Risk Management|SaaS|Software," 16,399,999 ",operating,USA,NM,Albuquerque,Albuquerque,1,1988,2014-10-08,2014-10-08
Spanlink Communications,Messaging," 13,000,501 ",operating,USA,MN,Minneapolis,Minneapolis,2,1988,2005-07-11,2009-08-14
SportsMEDIA Technology,Software," 12,500,000 ",operating,USA,NC,Raleigh,Durham,1,1988,2010-09-03,2010-09-03
Stratasys,3D Printing|Manufacturing|Product Design," 20,650,000 ",ipo,USA,MN,Minneapolis,Minneapolis,1,1988,2003-08-19,2003-08-19
ThermoEnergy,Clean Technology," 19,310,005 ",operating,USA,MA,Worcester,Worcester,4,1988,2010-08-13,2012-07-27
Vestar Capital Partners,," 260,000,000 ",operating,USA,NY,New York City,New York,1,1988,2014-05-13,2014-05-13
Aastrom Biosciences,Biotechnology," 40,000,000 ",ipo,USA,MI,Detroit,Ann Arbor,1,1989,2012-03-09,2012-03-09
Amonix,Clean Technology," 154,400,000 ",operating,USA,CA,Los Angeles,Torrance,2,1989,2009-11-24,2010-04-21
AmpliPhi Biosciences,Biotechnology," 43,990,999 ",ipo,USA,VA,Richmond,Richmond,4,1989,2013-02-25,2015-03-11
Best Doctors,Health Care," 65,500,000 ",operating,USA,MA,Boston,Boston,2,1989,2011-04-14,2012-08-20
BMG Controls,Software," 6,000,000 ",operating,USA,CA,SF Bay Area,Livermore,1,1989,2006-08-29,2006-08-29
BoostWorks,Services," 9,000,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1989,2003-03-04,2003-03-04
Bottomline Technologies,Software," 6,260,000 ",ipo,USA,NH,Portsmouth,Portsmouth,2,1989,2002-09-13,2011-12-05
Cardiovascular Systems,Biotechnology|Medical Devices," 15,000,000 ",ipo,USA,MN,Minneapolis,Saint Paul,2,1989,2010-12-13,2013-03-12
Ceres,Clean Technology|Farming," 98,000,000 ",ipo,USA,CA,Los Angeles,Thousand Oaks,2,1989,2007-09-27,2014-03-10
ECORE International,Clean Technology," 29,000,000 ",operating,USA,PA,Harrisburg,Lancaster,1,1989,2008-05-20,2008-05-20
Fourier Education,EdTech|Education," 3,500,000 ",operating,USA,IL,Chicago,Orland Park,1,1989,2008-03-18,2008-03-18
Human Genome Research Institutes,Politics," 5,300,000 ",operating,USA,MD,"Washington, D.C.",Bethesda,1,1989,2013-08-13,2013-08-13
Idera Pharmaceuticals,Biotechnology," 53,800,000 ",ipo,USA,MA,Boston,Cambridge,3,1989,2010-01-19,2014-02-10
Invaluable,Curated Web," 46,750,000 ",operating,USA,MA,Boston,Allston,2,1989,2009-12-09,2014-06-03
IQMS,Software," 75,000,000 ",operating,USA,CA,CA - Other,Paso Robles,2,1989,2014-10-03,2015-08-04
Isis Pharmaceuticals,Biotechnology," 212,250,000 ",ipo,USA,CA,San Diego,Carlsbad,2,1989,2012-08-27,2014-07-02
Knowledge Adventure,Games," 31,860,000 ",operating,USA,CA,Los Angeles,Torrance,4,1989,1990-01-01,2013-01-10
Lantronix,Hardware + Software," 4,500,000 ",ipo,USA,CA,Anaheim,Irvine,1,1989,2012-05-02,2012-05-02
MedImpact Healthcare Systems,Health and Wellness," 1,376,848 ",operating,USA,CA,San Diego,San Diego,1,1989,2013-09-19,2013-09-19
MELA Sciences,Health Care," 12,000,000 ",ipo,USA,NY,NY - Other,Irvington,1,1989,2014-02-06,2014-02-06
Naartjie,E-Commerce," 22,071,177 ",operating,USA,UT,Salt Lake City,Salt Lake City,3,1989,2008-08-19,2011-05-17
NeoMedia Technologies,App Marketing|Mobile," 11,365,000 ",operating,USA,CO,Denver,Boulder,2,1989,2010-05-27,2010-09-29
ParkerVision,Mobile," 27,289,974 ",ipo,USA,FL,Jacksonville,Jacksonville,3,1989,2013-08-15,2015-01-07
Primrose Retirement Communities,Communities|Elder Care|Retirement," 2,760,000 ",operating,USA,SD,SD - Other,Aberdeen,1,1989,2011-10-26,2011-10-26
Red Bag Solutions,Manufacturing," 1,250,000 ",operating,USA,MD,Baltimore,Baltimore,1,1989,2011-08-11,2011-08-11
REVShare,Advertising," 20,000,000 ",operating,USA,CA,Ontario - Inland Empire,Temecula,1,1989,2007-12-01,2007-12-01
Savi Technology,Analytics|Internet of Things|SaaS," 15,006,088 ",operating,USA,VA,Alexandria,Alexandria,1,1989,2015-11-23,2015-11-23
SmartFlow Technologies,Biotechnology," 7,673,434 ",operating,USA,NC,Raleigh,Apex,3,1989,2009-11-25,2011-08-11
Spire Realty,Real Estate," 41,000,000 ",operating,USA,TX,Dallas,Dallas,1,1989,2014-02-19,2014-02-19
Supercircuits,Hardware + Software|Security," 10,000,000 ",operating,USA,TX,Austin,Austin,1,1989,2009-10-20,2009-10-20
Tantalus Systems,Clean Technology|Smart Grid," 21,595,000 ",operating,USA,NC,NC - Other,Angier,2,1989,2005-12-08,2010-01-20
Unitrends,Cloud Data Services|Data Security|Homeland Security|Software|Virtualization," 21,299,674 ",operating,USA,MA,Boston,Burlington,5,1989,2005-01-18,2015-06-19
U.S. Nursing Corporation,Health and Wellness," 8,000,000 ",operating,USA,CO,Denver,Greenwood Village,2,1989,2009-10-06,2010-03-23
Airgate International Corporation,," 5,000,000 ",operating,USA,NY,New York City,Jamaica,1,1990,2007-07-23,2007-07-23
Alphatec Spine,Health Care," 58,950,000 ",ipo,USA,CA,San Diego,Carlsbad,2,1990,2012-11-09,2014-03-17
Amber Road,Software," 6,700,000 ",ipo,USA,NJ,Newark,East Rutherford,1,1990,2002-11-01,2002-11-01
Anchor Fabrication,Material Science," 25,000,000 ",operating,USA,SC,SC - Other,Texas,1,1990,2015-07-17,2015-07-17
Automation Engineering,Home Automation," 1,150,000 ",operating,USA,MA,Boston,Wilmington,1,1990,2015-05-15,2015-05-15
Bills Khakis,E-Commerce," 3,100,000 ",operating,USA,GA,Atlanta,Alpharetta,2,1990,2012-11-29,2013-05-14
"Blink, Inc.",Photography," 4,130,904 ",operating,USA,CA,SF Bay Area,Corte Madera,1,1990,2015-06-18,2015-06-18
BrainScope Company,Biotechnology," 36,113,750 ",operating,USA,MD,"Washington, D.C.",Bethesda,10,1990,2009-07-07,2015-09-03
Bridgeway Capital,," 2,750,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,1,1990,2014-09-24,2014-09-24
Cambridge Heart,Health Care," 7,200,000 ",ipo,USA,MA,Boston,Tewksbury,3,1990,2009-12-28,2012-01-18
CardioFocus,Biotechnology," 86,872,388 ",operating,USA,MA,Boston,Marlborough,6,1990,2009-06-15,2015-01-07
Cartesian,Cable|Consulting|Entertainment|Finance|FinTech|Media|Public Relations|Telecommunications," 5,268,664 ",operating,USA,KS,Kansas City,Overland Park,1,1990,2014-03-05,2014-03-05
CereSoft,Finance|FinTech," 8,800,000 ",operating,USA,MD,"Washington, D.C.",Silver Spring,1,1990,2010-03-18,2010-03-18
Concordia Coffee Systems,Manufacturing," 6,500,000 ",operating,USA,WA,Seattle,Bellevue,1,1990,2012-02-06,2012-02-06
CTD Holdings,Biotechnology|Health Diagnostics," 2,375,000 ",operating,USA,FL,Gainesville,Alachua,2,1990,2014-07-23,2015-09-01
Duos Technologies,Hardware + Software," 1,130,000 ",operating,USA,FL,Jacksonville,Jacksonville,1,1990,2008-11-21,2008-11-21
Fuji Food Products,," 5,800,000 ",operating,USA,CA,Los Angeles,Santa Fe Springs,1,1990,2007-02-18,2007-02-18
Geron,Biotechnology," 96,700,000 ",ipo,USA,CA,SF Bay Area,Menlo Park,1,1990,2014-02-04,2014-02-04
HealthStream,Enterprise Software," 2,400,000 ",ipo,USA,TN,Nashville,Nashville,1,1990,2014-03-19,2014-03-19
Infogain Corporation,Consulting|Information Technology|Insurance|Retail," 63,000,000 ",operating,USA,CA,SF Bay Area,Los Gatos,1,1990,2015-08-12,2015-08-12
Iridian Technologies,Software," 5,000,000 ",operating,USA,NJ,NJ - Other,Moorestown,1,1990,2005-04-11,2005-04-11
Market Track,Market Research," 153,000,000 ",operating,USA,IL,Chicago,Chicago,1,1990,2013-10-25,2013-10-25
Materials and Systems Research,Market Research," 2,800,000 ",operating,USA,UT,Salt Lake City,Salt Lake City,1,1990,2014-09-04,2014-09-04
"NTS, Inc.",Public Relations," 36,100,000 ",operating,USA,TX,Lubbock,Lubbock,1,1990,2010-09-13,2010-09-13
OneSource Virtual,Enterprise Software," 165,000,000 ",operating,USA,TX,Dallas,Irving,2,1990,2013-03-06,2015-06-19
Paragon Bioservices,Biotechnology," 15,000,000 ",operating,USA,MD,Baltimore,Baltimore,2,1990,2014-10-28,2015-08-18
Paramit Corporation,Manufacturing," 45,324,254 ",operating,USA,CA,SF Bay Area,Morgan Hill,1,1990,2011-02-16,2011-02-16
Park City Group,Software," 4,342,015 ",ipo,USA,UT,Salt Lake City,Salt Lake City,1,1990,2013-04-10,2013-04-10
