name,category_list,  funding_total_usd  ,status,country_code,state_code,region,city,funding_rounds,founded_year,first_funding_at,last_funding_at,,,founded_dummy
Pace Properties,Property Management|Real Estate Investors|Services,"1,300,000",operating,USA,MO,St. Louis,Saint Louis,1,1984,17/10/15,17/10/15,,,1984
Passport Brands,Fashion,"2,107,000",ipo,USA,NY,New York City,New York,1,1984,19/07/11,19/07/11,,,1984
R.A. Burch Construction,Real Estate,"14,600,000",operating,USA,CA,San Diego,Ramona,1,1984,09/09/13,09/09/13,,,1984
Rent My Vacation Home USA,E-Commerce|Online Rental|Real Estate|Vacation Rentals,"2,500,000",operating,USA,SC,Myrtle Beach,Myrtle Beach,1,1984,09/08/13,09/08/13,,,1984
The Original SoupMan,Lifestyle Businesses|Recipes|Specialty Foods,"5,711,500",operating,USA,NY,New York City,Staten Island,2,1984,13/01/10,15/08/11,,,1984
Advanced System Designs,Software,"1,325,000",operating,USA,IL,Chicago,Morton Grove,2,1985,09/06/09,17/08/10,,,1985
AFS Technologies,Enterprise Software,"10,200,000",operating,USA,AZ,Phoenix,Phoenix,3,1985,31/03/06,01/09/11,,,1985
amfAR,Biotechnology,"20,000,000",operating,USA,NY,New York City,New York,1,1985,30/11/15,30/11/15,,,1985
Amgen,Biotechnology,"175,463,420",ipo,USA,CA,Los Angeles,Thousand Oaks,1,1985,12/03/12,12/03/12,,,1985
Asure Software,Software,"3,200,000",ipo,USA,TX,Austin,Austin,1,1985,17/10/11,17/10/11,,,1985
Aura Systems,Hardware + Software,"4,600,000",ipo,USA,CA,Los Angeles,El Segundo,2,1985,11/10/11,27/06/14,,,1985
Authentidate Holding,Software,"22,465,006",ipo,USA,NJ,Newark,Berkeley Heights,7,1985,20/10/10,18/06/15,,,1985
Bioject Medical Technologies,Biotechnology,"2,876,384",operating,USA,OR,"Portland, Oregon",Tigard,3,1985,22/12/09,29/10/13,,,1985
Champions Oncology,Biotechnology,"36,800,000",ipo,USA,NJ,Newark,Hackensack,5,1985,05/01/10,12/03/15,,,1985
CYBRA,Software,"2,506,000",operating,USA,NY,New York City,Yonkers,2,1985,10/04/06,16/03/09,,,1985
Datawatch Corp,Software,"57,500,000",ipo,USA,MA,Boston,Chelmsford,1,1985,19/02/14,19/02/14,,,1985
Delta Data Software,Software,"12,679,995",operating,USA,GA,"Columbus, Georgia",Columbus,1,1985,22/09/14,22/09/14,,,1985
DesignLine,Manufacturing,"70,400,025",operating,USA,NC,Charlotte,Charlotte,5,1985,29/07/09,16/11/11,,,1985
Energy Focus,Clean Technology,"2,650,000",ipo,USA,OH,Cleveland,Solon,2,1985,15/01/10,14/04/10,,,1985
FlightTime,Online Scheduling,"25,000,000",operating,USA,MA,Boston,Boston,1,1985,06/06/01,06/06/01,,,1985
Florida Bank Group,Finance,"33,000,000",operating,USA,FL,Tampa,Tampa,1,1985,14/08/13,14/08/13,,,1985
Hologic,Biotechnology|Health Diagnostics,"450,000,000",ipo,USA,MA,Boston,Bedford,1,1985,30/11/10,30/11/10,,,1985
Honeywell,Manufacturing|Technology,"11,400,000",ipo,USA,NJ,Newark,Morristown,1,1985,27/10/09,27/10/09,,,1985
Level 3 Communications,Content Delivery|Web Hosting,"13,700,000",ipo,USA,CO,Denver,Broomfield,1,1985,02/03/10,02/03/10,,,1985
MediaLAB,Travel,"10,000,000",operating,USA,MA,Boston,Cambridge,1,1985,01/10/14,01/10/14,,,1985
Mentor Communications Group,Business Services,"4,500,000",operating,USA,CT,Hartford,Norwalk,1,1985,19/11/01,19/11/01,,,1985
Motionsoft,Software,"21,799,976",operating,USA,MD,"Washington, D.C.",Rockville,5,1985,03/09/10,15/10/14,,,1985
Oncology Services International,Biotechnology,"3,400,000",operating,USA,NY,New York City,Monticello,1,1985,21/08/13,21/08/13,,,1985
Partschannel,Automotive,"44,669,230",operating,USA,TX,Dallas,Dallas,1,1985,20/05/10,20/05/10,,,1985
"PaySpan, Inc.",Health Care|Information Technology|Payments|Services|Software,"3,000,000",operating,USA,GA,Atlanta,Atlanta,1,1985,24/08/15,24/08/15,,,1985
Post Holdings,Hospitality,"350,000,000",operating,USA,MO,MO - Other,Martinsburg,1,1985,29/07/14,29/07/14,,,1985
Senior Lifestyle,Real Estate,"10,150,000",operating,USA,IL,Chicago,Chicago,1,1985,16/12/14,16/12/14,,,1985
SoundSenasation,Manufacturing,"1,675,000",operating,USA,MA,Worcester,Auburn,1,1985,21/03/11,21/03/11,,,1985
Sun National Bank,Banking,"20,000,000",ipo,USA,NJ,NJ - Other,Vineland,1,1985,14/08/14,14/08/14,,,1985
The Guild,Art|Artists Globally|E-Commerce|Retail,"5,500,000",operating,USA,WI,Madison,Madison,2,1985,27/02/07,01/01/08,,,1985
Xplore Technologies,Mobile,"23,897,500",ipo,USA,TX,Austin,Austin,5,1985,15/11/09,09/03/15,,,1985
York Telecom,Mobile,"13,000,000",operating,USA,NJ,Newark,Eatontown,3,1985,04/01/07,04/04/12,,,1985
3D Systems,Software,"169,500,000",ipo,USA,SC,SC - Other,Rock Hill,3,1986,15/01/14,13/10/14,,,1986
Aeropost,Curated Web,"5,000,000",operating,USA,FL,Miami,Miami,1,1986,13/04/14,13/04/14,,,1986
ARRO CORPORATION,Logistics|Manufacturing|Storage,"2,250,000",operating,USA,MN,Minneapolis,Hopkins,1,1986,07/11/14,07/11/14,,,1986
Bricsnet,Real Estate,"23,000,000",operating,USA,CA,SF Bay Area,San Francisco,2,1986,17/10/07,01/12/10,,,1986
Bruder Healthcare,Biotechnology,"5,000,345",operating,USA,GA,Atlanta,Alpharetta,1,1986,11/06/09,11/06/09,,,1986
Curvature,Data Center Infrastructure|Hardware + Software|Internet Infrastructure|IT Management|Networking,"13,950,000",operating,USA,CA,Santa Barbara,Santa Barbara,2,1986,13/12/05,08/08/12,,,1986
Deepwater Corrosion Services,Oil & Gas,"3,500,000",operating,USA,TX,Houston,Houston,1,1986,28/09/12,28/09/12,,,1986
Diabetes Care Group,Health and Wellness,"11,202,957",operating,USA,TN,Nashville,Nashville,4,1986,19/04/11,21/05/12,,,1986
Dowley Security Systems,Security,"12,372,607",operating,USA,TX,Houston,Houston,3,1986,06/04/10,23/03/12,,,1986
Environmental Operations,Clean Technology,"5,850,000",operating,USA,MO,St. Louis,St Louis,1,1986,15/04/09,15/04/09,,,1986
Gaia Herbs,Biotechnology,"1,700,000",operating,USA,NC,Asheville,Brevard,2,1986,05/04/10,01/01/11,,,1986
GestureTek,Hardware + Software,"26,787,093",operating,USA,CA,SF Bay Area,Sunnyvale,2,1986,12/12/07,07/01/11,,,1986
Marketware,Software,"1,400,000",operating,USA,UT,Salt Lake City,Midvale,1,1986,06/01/15,06/01/15,,,1986
NERI,Biotechnology,"45,000,000",operating,USA,MA,Boston,Watertown,1,1986,25/10/11,25/10/11,,,1986
Quantec Geoscience,Analytics,"3,000,000",operating,USA,NV,Reno - Sparks,Reno,1,1986,11/12/06,11/12/06,,,1986
QuantRx Biomedical,Biotechnology,"406,039,700",operating,USA,OR,"Portland, Oregon",Tualatin,1,1986,14/08/09,14/08/09,,,1986
Rapid Diagnostek,Biotechnology,"12,803,748",operating,USA,WI,WI - Other,Hudson,4,1986,29/01/10,10/03/15,,,1986
SOURCE TECHNOLOGIES,Hardware + Software,"20,000,000",operating,USA,NC,Charlotte,Charlotte,1,1986,12/06/09,12/06/09,,,1986
Sutherland Global Services,Consulting,"30,000,000",operating,USA,NY,"Rochester, New York",Pittsford,1,1986,28/03/06,28/03/06,,,1986
T-Netix,Communications Hardware|Services|Telecommunications,"27,000,000",operating,USA,TX,Dallas,Dallas,1,1986,11/03/04,11/03/04,,,1986
ViaSat,Mobile,"137,805,780",ipo,USA,CA,San Diego,Carlsbad,2,1986,23/12/09,08/07/10,,,1986
Visitec Marketing Associates,Manufacturing,"1,039,556",operating,USA,MO,St. Louis,St. Charles,1,1986,14/01/13,14/01/13,,,1986
Visual Edge Technology,Hardware + Software,"18,500,000",operating,USA,CT,CT - Other,North Canton,1,1986,12/09/05,12/09/05,,,1986
8x8 Inc,Contact Centers|Telecommunications|Unifed Communications|Video Conferencing,"126,000,000",ipo,USA,CA,SF Bay Area,San Jose,1,1987,20/11/13,20/11/13,,,1987
AccessData,Enterprise Software,"45,000,000",operating,USA,UT,Salt Lake City,Lindon,2,1987,15/03/13,15/03/13,,,1987
AccuBuild IT,Construction,"4,000,000",operating,USA,TX,Austin,Georgetown,2,1987,28/05/15,29/05/15,,,1987
Aeropostale,Consumers|E-Commerce,"150,000,000",ipo,USA,NY,New York City,New York,1,1987,28/05/14,28/05/14,,,1987
AMSC,Clean Technology,"25,000,000",ipo,USA,MA,Boston,Devens,1,1987,20/04/12,20/04/12,,,1987
Biolase,Biotechnology,"49,024,004",ipo,USA,CA,Anaheim,Irvine,3,1987,11/07/11,05/11/14,,,1987
BLUEPHOENIX,Databases|Information Technology|Software,"4,161,954",ipo,USA,NC,Raleigh,Cary,1,1987,23/10/09,23/10/09,,,1987
Blue Ridge Networks,Curated Web,"16,680,511",operating,USA,VA,"Washington, D.C.",Chantilly,3,1987,12/10/01,02/12/11,,,1987
Cree,Hardware + Software,"241,039,698",ipo,USA,NC,Raleigh,Durham,2,1987,16/08/11,13/12/13,,,1987
Dextrys,Consulting,"48,000,000",operating,USA,MA,Boston,Wakefield,1,1987,07/08/07,07/08/07,,,1987
EDF Renewable Energy,Clean Technology,"200,000,000",operating,USA,CA,San Diego,San Diego,1,1987,10/01/13,10/01/13,,,1987
Food Runners,Hospitality,"5,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1987,14/06/13,14/06/13,,,1987
Growlife,Farming|Logistics|Manufacturing|Service Providers|Supply Chain Management,"204,892,075",ipo,USA,WA,Seattle,Seattle,15,1987,26/01/11,30/10/15,,,1987
Helinet,Aerospace|Governments|Medical,"20,500,000",operating,USA,CA,Los Angeles,Van Nuys,1,1987,07/11/03,07/11/03,,,1987
Immunetics,Biotechnology,"8,064,000",operating,USA,MA,Boston,Boston,5,1987,03/05/11,10/03/14,,,1987
Keystone Mobile Partner,Health and Wellness,"3,102,770",operating,USA,PA,PA - Other,Willow Grove,3,1987,05/10/09,03/04/12,,,1987
LesConcierges,Advertising|Loyalty Programs|Service Providers|Services,"27,400,000",operating,USA,CA,SF Bay Area,San Francisco,2,1987,30/11/07,27/09/12,,,1987
Ligand Pharmaceuticals,Biotechnology,"225,000,000",ipo,USA,CA,San Diego,San Diego,1,1987,14/08/14,14/08/14,,,1987
NitroMed,Pharmaceuticals,"31,400,000",ipo,USA,MA,Boston,Bedford,1,1987,13/06/01,13/06/01,,,1987
OGIO International,Fashion,"5,000,000",operating,USA,UT,Salt Lake City,Salt Lake City,1,1987,09/09/09,09/09/09,,,1987
Omni Consumer Products,Consumer Electronics|Robotics,"19,500,000",operating,USA,MI,Detroit,Detroit,1,1987,01/01/03,01/01/03,,,1987
Osi Systems,Hardware + Software|Health Diagnostics|Semiconductors,"5,000,000",ipo,USA,CA,Los Angeles,Hawthorne,1,1987,07/01/15,07/01/15,,,1987
Pirate Brands,E-Commerce,"8,945,046",operating,USA,NY,NY - Other,Sea Cliff,2,1987,28/08/09,01/04/11,,,1987
PLC Systems,Health Care,"17,290,000",operating,USA,MA,Boston,Franklin,6,1987,23/02/11,10/06/14,,,1987
RedZone Robotics,Semiconductors,"29,311,481",operating,USA,PA,Pittsburgh,Pittsburgh,4,1987,17/08/09,09/03/15,,,1987
ReGen Biologics,Biotechnology,"7,051,572",operating,USA,NJ,Newark,Hackensack,1,1987,30/01/09,30/01/09,,,1987
Repros Therapeutics,Biotechnology,"29,499,310",ipo,USA,TX,Houston,Houston,2,1987,12/11/09,19/09/12,,,1987
Safe Technologies International,Enterprise Software,"5,000,000",operating,USA,FL,Palm Beaches,Boca Raton,1,1987,23/08/10,23/08/10,,,1987
Sleep Number,E-Commerce|Utilities,"45,000,000",ipo,USA,MN,Minneapolis,Minneapolis,2,1987,06/06/09,17/10/09,,,1987
Southern Implants,Biotechnology,"5,000,000",operating,USA,CA,Anaheim,Irvine,2,1987,09/06/09,18/06/10,,,1987
Superconductor Technologies,Electronics|Semiconductor Manufacturing Equipment|Semiconductors,"10,900,000",ipo,USA,TX,Austin,Austin,1,1987,09/08/13,09/08/13,,,1987
Ultra-Scan Corporation,Identity Management,"18,000,000",operating,USA,NY,NY - Other,Amherst,1,1987,02/07/03,02/07/03,,,1987
Vision Sciences,Biotechnology,"10,500,000",ipo,USA,NY,New York City,Orangeburg,1,1987,01/02/11,01/02/11,,,1987
WKS Restaurant,Hospitality,"43,000,000",operating,USA,CA,Los Angeles,Lakewood,1,1987,11/02/14,11/02/14,,,1987
AdCare Health Systems,Biotechnology|Health Care,"36,043,700",ipo,USA,GA,Atlanta,Roswell,7,1988,14/12/09,13/04/15,,,1988
Aptara,Mobile,"23,000,000",operating,USA,VA,"Washington, D.C.",Falls Church,1,1988,19/09/07,19/09/07,,,1988
Attunity,Software,"10,500,000",ipo,USA,MA,Boston,Burlington,4,1988,01/06/04,21/09/11,,,1988
Automated Trading Desk,Finance,"60,000,000",operating,USA,SC,"Charleston, South Carolina",Mount Pleasant,1,1988,06/01/07,06/01/07,,,1988
Cafe Enterprises,Hospitality,"13,000,000",operating,USA,SC,Greenville - Spartanburg,Taylors,1,1988,02/04/14,02/04/14,,,1988
Cal Tech International,Manufacturing,"4,756,612",operating,USA,TX,Dallas,Plano,1,1988,06/04/12,06/04/12,,,1988
CIMCON Lighting,Industrial Automation|Intelligent Systems|Software,"1,274,507",operating,USA,MA,Boston,Westford,1,1988,11/06/15,11/06/15,,,1988
Cortex Pharmaceuticals,Biotechnology,"8,378,011",operating,USA,CA,Anaheim,Irvine,4,1988,13/08/09,17/11/14,,,1988
DataCore Software,Software,"60,000,000",operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,2,1988,30/10/01,04/04/08,,,1988
East Central Mental Health,Health and Wellness,"5,000,000",operating,USA,AL,Montgomery,Troy,1,1988,10/08/10,10/08/10,,,1988
Emergency Service Partners,Biotechnology|Health Care|Health Care Information Technology,"10,296,959",operating,USA,TX,Austin,Austin,1,1988,16/07/13,16/07/13,,,1988
Greystone,Finance,"60,500,000",operating,USA,NY,New York City,New York,1,1988,18/02/14,18/02/14,,,1988
HELIX BIOMEDIX,Biotechnology,"9,378,276",operating,USA,WA,Seattle,Bothell,3,1988,12/03/10,01/05/13,,,1988
Innovashop.tv,E-Commerce,"4,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1988,06/06/09,06/06/09,,,1988
IQS,Software,"3,000,000",operating,USA,OH,Cleveland,Cleveland,2,1988,21/10/03,13/05/04,,,1988
Jeeri Neotech International,Biotechnology|Health Diagnostics,"12,412,832",operating,USA,NE,Omaha,Omaha,2,1988,22/04/14,28/04/14,,,1988
Medical Heights Surgery Center,Health Care,"2,429,294",operating,USA,KY,Lexington,Lexington,2,1988,07/03/11,10/11/15,,,1988
MultiLing Corporation,Consulting|Document Management|Health Care|Legal,"10,300,000",operating,USA,UT,Salt Lake City,Provo,1,1988,13/08/13,13/08/13,,,1988
Mycroft Inc.,Security,"10,000,000",operating,USA,NY,New York City,New York,1,1988,08/08/07,08/08/07,,,1988
Oxigene,Biotechnology,"7,500,000",ipo,USA,CA,SF Bay Area,South San Francisco,1,1988,26/03/10,26/03/10,,,1988
Proposal Software,Software,"11,145,000",operating,USA,CT,Hartford,Westport,2,1988,30/03/15,30/03/15,,,1988
Risk Management Solutions,Financial Services|Insurance|Risk Management|Software,"2,500,003",operating,USA,CA,SF Bay Area,Newark,1,1988,11/06/09,11/06/09,,,1988
Robin Hood Foundation,Nonprofits,"80,000,000",operating,USA,NY,New York City,New York,1,1988,13/05/13,13/05/13,,,1988
SambaSafety,Public Safety|Risk Management|SaaS|Software,"16,399,999",operating,USA,NM,Albuquerque,Albuquerque,1,1988,08/10/14,08/10/14,,,1988
Spanlink Communications,Messaging,"13,000,501",operating,USA,MN,Minneapolis,Minneapolis,2,1988,11/07/05,14/08/09,,,1988
SportsMEDIA Technology,Software,"12,500,000",operating,USA,NC,Raleigh,Durham,1,1988,03/09/10,03/09/10,,,1988
Stratasys,3D Printing|Manufacturing|Product Design,"20,650,000",ipo,USA,MN,Minneapolis,Minneapolis,1,1988,19/08/03,19/08/03,,,1988
ThermoEnergy,Clean Technology,"19,310,005",operating,USA,MA,Worcester,Worcester,4,1988,13/08/10,27/07/12,,,1988
Vestar Capital Partners,,"260,000,000",operating,USA,NY,New York City,New York,1,1988,13/05/14,13/05/14,,,1988
Aastrom Biosciences,Biotechnology,"40,000,000",ipo,USA,MI,Detroit,Ann Arbor,1,1989,09/03/12,09/03/12,,,1989
Amonix,Clean Technology,"154,400,000",operating,USA,CA,Los Angeles,Torrance,2,1989,24/11/09,21/04/10,,,1989
AmpliPhi Biosciences,Biotechnology,"43,990,999",ipo,USA,VA,Richmond,Richmond,4,1989,25/02/13,11/03/15,,,1989
Best Doctors,Health Care,"65,500,000",operating,USA,MA,Boston,Boston,2,1989,14/04/11,20/08/12,,,1989
BMG Controls,Software,"6,000,000",operating,USA,CA,SF Bay Area,Livermore,1,1989,29/08/06,29/08/06,,,1989
BoostWorks,Services,"9,000,000",operating,USA,CA,SF Bay Area,San Francisco,1,1989,04/03/03,04/03/03,,,1989
Bottomline Technologies,Software,"6,260,000",ipo,USA,NH,Portsmouth,Portsmouth,2,1989,13/09/02,05/12/11,,,1989
Cardiovascular Systems,Biotechnology|Medical Devices,"15,000,000",ipo,USA,MN,Minneapolis,Saint Paul,2,1989,13/12/10,12/03/13,,,1989
Ceres,Clean Technology|Farming,"98,000,000",ipo,USA,CA,Los Angeles,Thousand Oaks,2,1989,27/09/07,10/03/14,,,1989
ECORE International,Clean Technology,"29,000,000",operating,USA,PA,Harrisburg,Lancaster,1,1989,20/05/08,20/05/08,,,1989
Fourier Education,EdTech|Education,"3,500,000",operating,USA,IL,Chicago,Orland Park,1,1989,18/03/08,18/03/08,,,1989
Human Genome Research Institutes,Politics,"5,300,000",operating,USA,MD,"Washington, D.C.",Bethesda,1,1989,13/08/13,13/08/13,,,1989
Idera Pharmaceuticals,Biotechnology,"53,800,000",ipo,USA,MA,Boston,Cambridge,3,1989,19/01/10,10/02/14,,,1989
Invaluable,Curated Web,"46,750,000",operating,USA,MA,Boston,Allston,2,1989,09/12/09,03/06/14,,,1989
IQMS,Software,"75,000,000",operating,USA,CA,CA - Other,Paso Robles,2,1989,03/10/14,04/08/15,,,1989
Isis Pharmaceuticals,Biotechnology,"212,250,000",ipo,USA,CA,San Diego,Carlsbad,2,1989,27/08/12,02/07/14,,,1989
Knowledge Adventure,Games,"31,860,000",operating,USA,CA,Los Angeles,Torrance,4,1989,01/01/90,10/01/13,,,1989
Lantronix,Hardware + Software,"4,500,000",ipo,USA,CA,Anaheim,Irvine,1,1989,02/05/12,02/05/12,,,1989
MedImpact Healthcare Systems,Health and Wellness,"1,376,848",operating,USA,CA,San Diego,San Diego,1,1989,19/09/13,19/09/13,,,1989
MELA Sciences,Health Care,"12,000,000",ipo,USA,NY,NY - Other,Irvington,1,1989,06/02/14,06/02/14,,,1989
Naartjie,E-Commerce,"22,071,177",operating,USA,UT,Salt Lake City,Salt Lake City,3,1989,19/08/08,17/05/11,,,1989
NeoMedia Technologies,App Marketing|Mobile,"11,365,000",operating,USA,CO,Denver,Boulder,2,1989,27/05/10,29/09/10,,,1989
ParkerVision,Mobile,"27,289,974",ipo,USA,FL,Jacksonville,Jacksonville,3,1989,15/08/13,07/01/15,,,1989
Primrose Retirement Communities,Communities|Elder Care|Retirement,"2,760,000",operating,USA,SD,SD - Other,Aberdeen,1,1989,26/10/11,26/10/11,,,1989
Red Bag Solutions,Manufacturing,"1,250,000",operating,USA,MD,Baltimore,Baltimore,1,1989,11/08/11,11/08/11,,,1989
REVShare,Advertising,"20,000,000",operating,USA,CA,Ontario - Inland Empire,Temecula,1,1989,01/12/07,01/12/07,,,1989
Savi Technology,Analytics|Internet of Things|SaaS,"15,006,088",operating,USA,VA,Alexandria,Alexandria,1,1989,23/11/15,23/11/15,,,1989
SmartFlow Technologies,Biotechnology,"7,673,434",operating,USA,NC,Raleigh,Apex,3,1989,25/11/09,11/08/11,,,1989
Spire Realty,Real Estate,"41,000,000",operating,USA,TX,Dallas,Dallas,1,1989,19/02/14,19/02/14,,,1989
Supercircuits,Hardware + Software|Security,"10,000,000",operating,USA,TX,Austin,Austin,1,1989,20/10/09,20/10/09,,,1989
Tantalus Systems,Clean Technology|Smart Grid,"21,595,000",operating,USA,NC,NC - Other,Angier,2,1989,08/12/05,20/01/10,,,1989
Unitrends,Cloud Data Services|Data Security|Homeland Security|Software|Virtualization,"21,299,674",operating,USA,MA,Boston,Burlington,5,1989,18/01/05,19/06/15,,,1989
U.S. Nursing Corporation,Health and Wellness,"8,000,000",operating,USA,CO,Denver,Greenwood Village,2,1989,06/10/09,23/03/10,,,1989
Airgate International Corporation,,"5,000,000",operating,USA,NY,New York City,Jamaica,1,1990,23/07/07,23/07/07,,,1990
Alphatec Spine,Health Care,"58,950,000",ipo,USA,CA,San Diego,Carlsbad,2,1990,09/11/12,17/03/14,,,1990
Amber Road,Software,"6,700,000",ipo,USA,NJ,Newark,East Rutherford,1,1990,01/11/02,01/11/02,,,1990
Anchor Fabrication,Material Science,"25,000,000",operating,USA,SC,SC - Other,Texas,1,1990,17/07/15,17/07/15,,,1990
Automation Engineering,Home Automation,"1,150,000",operating,USA,MA,Boston,Wilmington,1,1990,15/05/15,15/05/15,,,1990
Bills Khakis,E-Commerce,"3,100,000",operating,USA,GA,Atlanta,Alpharetta,2,1990,29/11/12,14/05/13,,,1990
"Blink, Inc.",Photography,"4,130,904",operating,USA,CA,SF Bay Area,Corte Madera,1,1990,18/06/15,18/06/15,,,1990
BrainScope Company,Biotechnology,"36,113,750",operating,USA,MD,"Washington, D.C.",Bethesda,10,1990,07/07/09,03/09/15,,,1990
Bridgeway Capital,,"2,750,000",operating,USA,PA,Pittsburgh,Pittsburgh,1,1990,24/09/14,24/09/14,,,1990
Cambridge Heart,Health Care,"7,200,000",ipo,USA,MA,Boston,Tewksbury,3,1990,28/12/09,18/01/12,,,1990
CardioFocus,Biotechnology,"86,872,388",operating,USA,MA,Boston,Marlborough,6,1990,15/06/09,07/01/15,,,1990
Cartesian,Cable|Consulting|Entertainment|Finance|FinTech|Media|Public Relations|Telecommunications,"5,268,664",operating,USA,KS,Kansas City,Overland Park,1,1990,05/03/14,05/03/14,,,1990
CereSoft,Finance|FinTech,"8,800,000",operating,USA,MD,"Washington, D.C.",Silver Spring,1,1990,18/03/10,18/03/10,,,1990
Concordia Coffee Systems,Manufacturing,"6,500,000",operating,USA,WA,Seattle,Bellevue,1,1990,06/02/12,06/02/12,,,1990
CTD Holdings,Biotechnology|Health Diagnostics,"2,375,000",operating,USA,FL,Gainesville,Alachua,2,1990,23/07/14,01/09/15,,,1990
Duos Technologies,Hardware + Software,"1,130,000",operating,USA,FL,Jacksonville,Jacksonville,1,1990,21/11/08,21/11/08,,,1990
Fuji Food Products,,"5,800,000",operating,USA,CA,Los Angeles,Santa Fe Springs,1,1990,18/02/07,18/02/07,,,1990
Geron,Biotechnology,"96,700,000",ipo,USA,CA,SF Bay Area,Menlo Park,1,1990,04/02/14,04/02/14,,,1990
HealthStream,Enterprise Software,"2,400,000",ipo,USA,TN,Nashville,Nashville,1,1990,19/03/14,19/03/14,,,1990
Infogain Corporation,Consulting|Information Technology|Insurance|Retail,"63,000,000",operating,USA,CA,SF Bay Area,Los Gatos,1,1990,12/08/15,12/08/15,,,1990
Iridian Technologies,Software,"5,000,000",operating,USA,NJ,NJ - Other,Moorestown,1,1990,11/04/05,11/04/05,,,1990
Market Track,Market Research,"153,000,000",operating,USA,IL,Chicago,Chicago,1,1990,25/10/13,25/10/13,,,1990
Materials and Systems Research,Market Research,"2,800,000",operating,USA,UT,Salt Lake City,Salt Lake City,1,1990,04/09/14,04/09/14,,,1990
"NTS, Inc.",Public Relations,"36,100,000",operating,USA,TX,Lubbock,Lubbock,1,1990,13/09/10,13/09/10,,,1990
OneSource Virtual,Enterprise Software,"165,000,000",operating,USA,TX,Dallas,Irving,2,1990,06/03/13,19/06/15,,,1990
